title,date,link,# of indications
Rain Therapeutics headlines newest slate of IPO-bound biotechs with $100M penciled in for lead oncology program � Endpoints News,"April 5, 2021 10:28 AM EDTUpdated 02:18 PM",https://endpts.com/rain-therapeutics-headlines-newest-slate-of-ipo-bound-biotechs-with-100m-penciled-in-for-lead-oncology-program/,1
"Dark-horse ALS player touts open-label survival data after mid-stage flop, with platform study due soon � Endpoints News","July 14, 2022 09:57 AM EDT",https://endpts.com/clene-touts-open-label-survival-data-for-als-drug-that-flopped-mid-stage-test-last-year-with-platform-study-due-soon/,0
"Sandrock�s first month at Voyager sours as shares crumble on Levin, Paul�s move to step off the board � Endpoints News","April 22, 2022 09:05 AM EDTUpdated April 24, 08:08 PM",https://endpts.com/just-weeks-into-al-sandrocks-voyager-tenure-mark-levin-and-steven-paul-ask-not-to-be-re-elected-to-board/,0
�Timing couldn�t be better�: An ex-generics maker goes SPAC route with blank check intended for sports market � Endpoints News,"April 19, 2022 10:38 AM EDT",https://endpts.com/timing-couldnt-be-better-an-ex-generics-maker-goes-spac-route-with-blank-check-intended-for-sports-market/,1
Novartis just signed a $1.6B buyout pact with a lead player in an emerging anti-inflammatory field � Endpoints News,"April 1, 2019 01:15 AM EDT",https://endpts.com/novartis-just-signed-a-1-6b-buyout-pact-with-a-lead-player-in-an-emerging-anti-inflammatory-field/,0
Sun BioPharma founder Michael Cullen steps up; SemaThera settles on permanent CEO; OncoSec nabs Kellie Malloy Foerter from Syneos � Endpoints News,"November 2, 2018 10:22 AM EDT",https://endpts.com/sun-biopharma-founder-michael-cullen-steps-up-semathera-settles-on-permanent-ceo-oncosec-nabs-kellie-malloy-foerter-from-syneos/,1
News briefing: Amarin�s panel could put Vascepa patents in jeopardy; Santhera nabs a Duchenne drug � Endpoints News,"September 2, 2020 11:02 AM EDTUpdated 11:13 AM",https://endpts.com/news-briefing-amarins-panel-could-put-vascepa-patents-in-jeopardy-santhera-nabs-a-duchenne-drug/,1
BIO in tumult as CEO abruptly exits; Some good PhIII news; Data issues still plague Novartis� gene therapy; Hot targets for M&A?; and more � Endpoints News,"October 15, 2022 06:00 AM EDTUpdated October 17, 07:23 AM",https://endpts.com/bio-in-tumult-as-ceo-abruptly-exits-some-good-phiii-news-data-issues-still-plague-novartis-gene-therapy-hot-targets-for-m-and-more/,0
"Biogen finally publishes PhIII results for Aduhelm as critics chastise low-ranking journal, �gentle and unrevealing� peer review � Endpoints News","March 16, 2022 09:29 AM EDTUpdated March 17, 06:34 AM",https://endpts.com/scoop-biogen-will-finally-publish-its-phiii-results-for-aduhelm/,1
"Exclusive: A year into his role, Ipsen�s CBO is on a $3B mission to get the company �back on the right track� � Endpoints News","October 27, 2021 07:35 AM EDT",https://endpts.com/exclusive-a-year-into-his-role-ipsen-cbo-is-on-a-3b-mission-to-get-the-company-back-on-the-right-track/,0
Bayer buys a biotech �race horse� with a $4B deal � $2B in cash � aimed at going big into gene therapy � Endpoints News,"October 26, 2020 03:30 AM EDTUpdated 06:26 AM",https://endpts.com/bayer-buys-a-biotech-race-horse-with-a-4b-deal-2b-in-cash-aimed-at-going-big-into-gene-therapy/,0
Heptares co-founder Fiona Marshall to lead Merck�s London research hub; Ablynx appoints Robert Friesen as new CFO � Endpoints News,"January 26, 2018 09:22 AM EST",https://endpts.com/heptares-co-founder-fiona-marshall-to-lead-mercks-london-research-hub-ablynx-appoints-robert-friesen-as-new-cfo/,1
Genentech and Biogen roll the dice on an upstart biotech with a new siRNA approach � going deep into the brain for targets in neurodegeneration � Endpoints News,"January 11, 2021 06:01 AM ESTUpdated 08:28 AM",https://endpts.com/genentech-and-biogen-roll-the-dice-on-an-upstart-biotech-with-a-new-sirna-approach-going-deep-into-the-brain-for-targets-in-neurodegeneration/,0
An �obligation to rebound�: Biogen backs further away from aducanumab as R&D team hunts down late-stage M&A opportunities � Endpoints News,"April 24, 2019 07:24 AM EDTUpdated 10:11 AM",https://endpts.com/dazed-and-confused-biogen-backs-further-away-from-aducanumab-as-investors-look-for-a-sign-forward/,0
"This time around, Lyrica�s inventor is developing his Northwestern discoveries at his own biotech � Endpoints News","May 26, 2022 05:19 AM EDTUpdated 06:31 AM",https://endpts.com/this-time-around-lyricas-inventor-is-developing-his-northwestern-discoveries-at-his-own-biotech/,0
"Sanofi CEO Hudson lays out new R&D focus � chopping diabetes, cardio and slashing $2B-plus costs in surgical dissection � Endpoints News","December 9, 2019 05:27 PM ESTUpdated December 10, 08:48 AM",https://endpts.com/forget-all-the-past-failures-sanofi-ceo-hudson-lays-out-new-rd-focus-while-chopping-diabetes-cardio-and-slashing-costs/,0
The list of the top 10 most expensive drugs on the planet will soon have a new opening � Endpoints News,"April 20, 2017 09:06 AM EDT",https://endpts.com/the-list-of-the-top-10-most-expensive-drugs-on-the-planet-will-soon-have-a-new-opening/,1
"As ALS patients unite around Amylyx, a new paper hints at potential druggable targets � Endpoints News","July 7, 2022 09:10 AM EDT",https://endpts.com/as-als-patients-unite-around-amylyx-a-new-paper-hints-at-potential-druggable-targets/,0
Atara seeks new CEO as Isaac Ciechanover exits; AstraZeneca�s Mark Mallon tapped to replace Peter Hecht at Ironwood � Endpoints News,"January 4, 2019 12:07 PM ESTUpdated 01:13 PM",https://endpts.com/atara-seeks-new-ceo-as-isaac-ciechanover-exits-avadel-ceo-resigns-leaving-gregory-divis-in-charge/,1
Prothena�s lead drug NEOD001 just imploded in 2 late-stage studies � and there�s nothing left to salvage � Endpoints News,"April 23, 2018 08:00 AM EDT",https://endpts.com/prothenas-lead-drug-neod001-just-imploded-in-2-late-stage-studies-and-theres-nothing-left-to-salvage/,1
"Ionis, leading MS researcher throw antisense at a new type of brain cells � Endpoints News","July 1, 2020 10:15 AM EDTUpdated July 2, 09:27 AM",https://endpts.com/ionis-leading-ms-researcher-throw-antisense-at-a-new-type-of-brain-cells/,1
"Merck vet Thomas Cannell takes the reins at Sesen Bio; Post-turbulence, Rockwell Medical appoints new CEO � Endpoints News","August 10, 2018 10:36 AM EDT",https://endpts.com/merck-vet-thomas-cannell-takes-the-reins-at-sesen-bio-post-turbulence-rockwell-medical-appoints-new-ceo/,1
"Prevail and Alector both claim victory in arbitration over scientist-CEO, telling divergent tales of confidential hearings � Endpoints News","November 3, 2020 10:55 AM ESTUpdated 02:32 PM",https://endpts.com/prevail-and-alector-both-claim-victory-in-arbitration-over-scientist-ceo-telling-divergent-tales-of-confidential-hearings/,2
Flagship�s latest boast? A startup that will �revolutionize treatment� for �ninety percent of human illness� � Endpoints News,"March 2, 2022 06:00 AM ESTUpdated 07:11 AM",https://endpts.com/flagships-latest-boast-a-startup-that-will-revolutionize-treatment-for-ninety-percent-of-human-illness/,0
"One year in, Joanne Kotz assumes CEO role at Jnana; President/Executive chair duo will now run BlackThorn � Endpoints News","November 9, 2018 09:51 AM EST",https://endpts.com/one-year-in-joanne-kotz-assumes-ceo-role-at-jnana-president-executive-chair-duo-will-now-run-blackthorn/,1
AstraZeneca vet Jennifer Butler takes charge of Innate Pharma�s US biz; C4 raids NIBR � Endpoints News,"March 15, 2019 10:51 AM EDTUpdated 11:15 AM",https://endpts.com/astrazeneca-vet-jennifer-butler-takes-charge-of-innate-pharmas-us-biz-c4-raids-nibr/,1
A simple patient survey revolutionized ALS drug development in the 1990s. Its creator says it may be time for an upgrade � Endpoints News,"June 2, 2021 07:04 AM EDTUpdated November 9, 09:53 PM",https://endpts.com/a-simple-patient-survey-revolutionized-als-drug-development-in-the-1990s-its-creator-says-it-may-be-time-for-an-upgrade/,3
Andy Boyer joins Teva exodus; Achaogen shuffles executive lineup � Endpoints News,"December 15, 2017 10:33 AM ESTUpdated 11:36 AM",https://endpts.com/andy-boyer-joins-teva-exodus-achaogen-shuffles-executive-lineup/,1
The biggest winners and losers in the 2016 game of blockbusters � Endpoints News,"July 28, 2016 10:10 AM EDT",https://endpts.com/the-biggest-winners-and-losers-in-the-2016-game-of-blockbusters/,1
"Is 9 years too long to run a confirmatory study for a drug like aducanumab? In Sarepta�s case, it isn�t enough time � Endpoints News","June 29, 2021 05:43 PM EDTUpdated June 30, 06:43 AM",https://endpts.com/is-9-years-too-long-to-run-a-confirmatory-study-for-a-drug-like-aducanumab-in-sareptas-case-it-wasnt-enough-time/,0
Denali grabs another megaround while inking a flurry of neurodegeneration R&D pacts � Endpoints News,"August 25, 2016 07:59 AM EDTUpdated 08:43 AM",https://endpts.com/denali-new-funding/,1
"A new gene therapy player debuts in LA with 2 startup VCs at its back, AbbVie on board with a $90M cash upfront and big plans to upend the field � Endpoints News","April 29, 2021 05:15 AM EDT",https://endpts.com/embargoed-a-new-gene-therapy-player-debuts-in-la-with-2-startup-vcs-at-its-back-abbvie-on-board-with-a-90m-cash-upfront-and-big-plans-to-upend-the-field/,0
"The Ides of March bring no misfortune to biotech, as industry logs second-busiest IPO week of 2021 � Endpoints News","March 19, 2021 10:34 AM EDT",https://endpts.com/the-ides-of-march-bring-no-misfortune-to-biotech-as-industry-logs-second-busiest-ipo-week-of-2021/,1
Fred Aslan returns to biotech as president of Vividion; Zai Lab scoops Portola�s Tao Fu to spearhead US operations � Endpoints News,"September 28, 2018 10:00 AM EDTUpdated 10:15 AM",https://endpts.com/fred-aslan-returns-to-biotech-as-president-of-vividion-zai-lab-scoops-portolas-tao-fu-to-spearhead-us-operations/,1
"Vas Narasimhan reveals a disappointing outlook for Novartis� generics unit, while laying out the pharma�s M&A strategy � Endpoints News","February 2, 2022 01:31 PM ESTUpdated 03:28 PM",https://endpts.com/vas-narasimhan-reveals-a-disappointing-outlook-for-novartis-generics-unit-while-laying-out-the-pharmas-ma-strategy/,0
Pfizer spinout woos Otsuka vet Raymond Sanchez to lead CNS pipeline work; Joe Anderson returns to Arix helm � Endpoints News,"February 22, 2019 08:31 AM EST",https://endpts.com/pfizer-spinout-woos-otsuka-vet-raymond-sanchez-to-lead-cns-pipeline-work-joe-anderson-returns-to-arix-helm/,1
John Mendlein leaves Moderna for Flagship; Paul Sekhri to steer first xenotransplantation trials as eGenesis CEO � Endpoints News,"January 18, 2019 10:42 AM ESTUpdated 06:59 PM",https://endpts.com/john-mendlein-leaves-moderna-for-flagship-paul-sekhri-to-steer-first-xenotransplantation-trials-as-egenesis-ceo/,1
"#CannesLions2022: Rewind and review of the big winners in pharma, health and wellness categories � Endpoints News","July 5, 2022 12:15 PM EDT",https://endpts.com/canneslions2022-rewind-and-review-of-the-big-winners-in-pharma-health-and-wellness-categories/,0
�A missed opportunity�: The biggest takeaways from the FDA�s underwhelming gene therapy hearing � Endpoints News,"September 7, 2021 07:14 AM EDT",https://endpts.com/a-missed-opportunity-the-biggest-takeaways-from-the-fdas-underwhelming-gene-therapy-hearing/,0
"Exclusive: Prison and multibillion dollar buyouts later, Sam Waksal is all in on the biotech game, with some big-name backers � Endpoints News","September 9, 2021 09:36 AM EDTUpdated September 10, 06:07 AM",https://endpts.com/exclusive-prison-and-multibillion-dollar-buyouts-later-sam-waksal-is-all-in-on-the-biotech-game-with-some-big-name-backers/,0
Ex-Celgene exec Terrie Curran puts her Phathom team in place; Caraway taps Martin Williams as CEO � Endpoints News,"December 6, 2019 10:32 AM ESTUpdated 10:50 AM",https://endpts.com/ex-celgene-exec-terrie-curran-gets-her-phathom-team-in-place-caraway-taps-martin-williams-as-ceo/,1
"Sage, Biogen head to FDA with $3.1B depression drug; Sana puts down $50M to tap Beam�s CRISPR tech � Endpoints News","October 19, 2021 11:03 AM EDT",https://endpts.com/sage-biogen-head-to-fda-with-3-1b-depression-drug-sana-puts-down-50m-to-tap-beams-crispr-tech/,1
Biopharmaceutical Dealmakers� Intentions in 2017: Influences and Hot Spots � Endpoints News,"June 26, 2017 05:00 AM EDT",https://endpts.com/sp/biopharmaceutical-dealmakers-intentions-in-2017-influences-and-hot-spots/,1
Peer Review: aTyr promotes data expert Sanjay Shukla as CEO � Endpoints News,"November 3, 2017 10:07 AM EDTUpdated 12:47 PM",https://endpts.com/peer-review-atyr-promotes-data-expert-sanjay-shukla-as-ceo/,1
Sanofi wants to earn the rep for being the hare in drug R&D. But that darn tortoise keeps sticking its head out � Endpoints News,"June 23, 2020 01:00 AM EDTUpdated 04:47 AM",https://endpts.com/sanofi-wants-to-earn-the-rep-for-being-the-hare-in-drug-rd-but-that-darn-tortoise-keeps-sticking-its-head-out/,0
"Pharma marketing 2022: More digital shifts for reps, ads and drug launches, plus reputation and the metaverse � Endpoints News","December 21, 2021 01:30 PM EST",https://endpts.com/pharma-marketing-2022-more-digital-shifts-for-reps-ads-and-drug-launches-plus-reputation-and-the-metaverse/,0
IPO floodgates open up after summer lull as five more biotechs file for Nasdaq � Endpoints News,"October 12, 2021 07:37 AM EDT",https://endpts.com/ipo-floodgates-open-up-after-summer-lull-as-five-more-biotechs-file-for-nasdaq/,1
"After 3 deaths rock the field, gene therapy researchers contemplate AAV�s future � Endpoints News","January 25, 2021 04:54 PM ESTUpdated February 9, 09:36 AM",https://endpts.com/after-3-deaths-rock-the-field-gene-therapy-researchers-contemplate-aavs-future/,0
Regulatory intelligence: Update on regenerative medicine advanced therapies designations � Endpoints News,"May 14, 2019 06:21 AM EDTUpdated May 26, 08:50 PM",https://endpts.com/regulatory-intelligence-update-on-regenerative-medicine-advanced-therapies-designations/,0
Seer adds ex-FDA chief Mark McClellan to the board; Hercules Capital makes it official for new CEO Scott Bluestein � Endpoints News,"July 19, 2019 10:30 AM EDTUpdated 11:25 AM",https://endpts.com/seer-adds-ex-fda-chief-mark-mcclellan-to-the-board-hercules-capital-makes-if-official-for-scott-bluestein/,1
Andrew Ritter gathers the reins as his company preps PhIII; Solid Bio co-founder Gilad Hayeem retires � Endpoints News,"June 29, 2018 10:20 AM EDT",https://endpts.com/andrew-ritter-gathers-the-reins-as-his-company-preps-phiii-solid-bio-co-founder-gilad-hayeem-retires/,1
All about Omicron; We need more Covid antivirals; GSK snags Pfizer�s vaccine exec; Janet Woodcock�s future at FDA; and more � Endpoints News,"December 4, 2021 06:00 AM EST",https://endpts.com/all-about-omicron-we-need-more-covid-antivirals-gsk-snags-pfizers-vaccine-exec-janet-woodcocks-future-at-fda-and-more/,0
"Covid-19 vaccine boosters earn big thumbs up, but Moderna draws ire over world supply; What�s next for Merck�s Covid pill?; The C-suite view on biotech; and more � Endpoints News","October 16, 2021 06:00 AM EDT",https://endpts.com/covid-19-vaccine-boosters-earn-big-thumbs-up-but-moderna-draws-ire-over-world-supply-whats-next-for-mercks-covid-pill-the-c-suite-view-on-biotech-and-more/,0
"After psilocybin and ketamine, a new biotech comes along developing a drug Scott Gottlieb fought � Endpoints News","July 9, 2020 11:23 AM EDTUpdated July 10, 12:52 PM",https://endpts.com/after-psilocybin-and-ketamine-a-new-biotech-comes-along-developing-a-drug-scott-gottlieb-tried-to-ban/,0
Ex-Gilead R&D chief Bischofberger starts over as CEO of Kronos Bio; Sue Mahony steps down from Lilly Oncology � Endpoints News,"May 25, 2018 09:41 AM EDTUpdated 10:39 AM",https://endpts.com/ex-gilead-r-sue-mahony-steps-down-from-lilly-oncology/,1
An FDA reform agenda: What would Commissioner Scott Gottlieb do in his first six months? � Endpoints News,"February 21, 2017 06:46 AM EST",https://endpts.com/an-fda-reform-agenda-what-would-commissioner-scott-gottlieb-do-in-his-first-six-months/,0
MarketingRx roundup: J&J boosts health equity goals in 6-city challenge; Allergan Aesthetics kicks off breast cancer efforts � Endpoints News,"November 2, 2021 01:00 PM EDTUpdated November 3, 04:59 PM",https://endpts.com/marketing-rx-roundup-j-allergan-aesthetics-kicks-off-breast-cancer-efforts/,0
Rubius snaps up Novartis vet Pablo Cagnoni as CEO; MiMedx dumps two execs following internal investigation � Endpoints News,"June 8, 2018 11:03 AM EDTUpdated June 11, 10:50 AM",https://endpts.com/rubius-snaps-up-novartis-vet-pablo-cagnoni-as-ceo-mimedx-dumps-two-execs-amidst-restating-of-years-of-financial-statements/,1
Antisense technology changed one devastating disease. Why hasn�t it transformed others? � Endpoints News,"November 1, 2021 09:34 AM EDTUpdated November 2, 04:49 PM",https://endpts.com/antisense-technology-changed-one-devastating-disease-why-hasnt-it-transformed-others/,0
A Penn spinout goes dark; Thumbs down on ALS drug; TIGIT runs into PhIII flop; Sanofi�s got big plans; and more � Endpoints News,"April 2, 2022 06:00 AM EDT",https://endpts.com/a-penn-spinout-goes-dark-thumbs-down-on-als-drug-tigit-runs-into-phiii-flop-sanofis-got-big-plans-and-more/,0
"The top 100 biopharma VCs, Bob Bradway places $2B bet in cancer, gene editing pioneer�s new big idea, and more � Endpoints News","March 6, 2021 07:36 AM EST",https://endpts.com/the-top-100-biopharma-vcs-bob-bradway-places-2b-bet-in-cancer-gene-editing-pioneers-new-big-idea-and-more/,0
"With Kathy High on board, AskBio makes next leadership play and selects Bayer�s Guru Ramamurthy as finance chief; Myles O�Neill and Melissa Barnes set to retire from Eli Lilly � Endpoints News","March 12, 2021 10:02 AM ESTUpdated 10:22 AM",https://endpts.com/with-kathy-high-on-board-askbio-makes-next-leadership-play-and-selects-bayers-guru-ramamurthy-as-finance-chief-myles-oneill-and-melissa-barnes-set-to-retire-from-eli-lilly/,1
Randy Schatzman jumps to the helm of another start-up; Novo Nordisk vet lands top post at Macrophage Pharma � Endpoints News,"September 6, 2019 09:12 AM EDTUpdated September 9, 09:34 AM",https://endpts.com/randy-schatzman-jumps-to-the-helm-of-another-start-up-novo-nordisk-vet-lands-top-post-at-macrophage-pharma/,1
"David Liu has a new big idea: proteome editing. It could one day shred tau, RAS and some of the worst disease-causing proteins � Endpoints News","March 4, 2021 06:57 AM ESTUpdated March 5, 12:48 AM",https://endpts.com/david-liu-has-a-new-big-idea-proteome-editing-it-could-one-day-shred-tau-ras-and-some-of-the-worst-disease-causing-proteins/,0
Alex Arfaei trades his analyst�s post for a new role as biotech VC; Sanofi vet heads to Vifor � Endpoints News,"September 13, 2019 09:31 AM EDTUpdated 05:44 PM",https://endpts.com/alex-arfaei-trades-his-analysts-post-for-a-new-role-as-biotech-vc-sanofi-vet-heads-to-vifor/,1
"Michael Yang leads list of moves at ViaCyte, succeeding Paul Laikind as CEO; Qasim Rizvi named CEO of Takeda partner KSQ � Endpoints News","January 29, 2021 09:19 AM EST",https://endpts.com/michael-yang-leads-list-of-moves-at-viacyte-succeeding-paul-laikind-as-ceo-qasim-rizvi-named-ceo-of-takeda-partner-ksq/,1
"Amid monkeypox fears, biotechs spring to action; Moderna�s CFO trouble; Cuts, cuts everywhere; Crafting the right proteins; and more � Endpoints News","May 21, 2022 06:00 AM EDT",https://endpts.com/amid-monkeypox-fears-biotechs-spring-to-action-modernas-cfo-trouble-cuts-cuts-everywhere-crafting-the-right-proteins-and-more/,0
"Unpacking the Aduhelm decision, Vertex�s half full glass, a $525M J&J breakup, and more � Endpoints News","June 12, 2021 06:00 AM EDT",https://endpts.com/unpacking-the-aduhelm-decision-vertexs-half-full-glass-a-525m-jj-breakup-and-more/,0
Previewing biopharma trends ahead of #BIO22; Looking back at #ASCO22; Smooth flight for bluebird?; and more � Endpoints News,"June 11, 2022 06:00 AM EDTUpdated June 12, 12:58 AM",https://endpts.com/previewing-biopharma-trends-ahead-of-bio22-looking-back-at-asco22-smooth-flight-for-bluebird-and-more/,0
Biogen pressed against the wall as more stakeholders side against Aduhelm; Prime time for CRISPR 3.0?; and more � Endpoints News,"July 17, 2021 06:00 AM EDTUpdated July 22, 01:42 PM",https://endpts.com/biogen-pressed-against-the-wall-as-more-stakeholders-side-against-aduhelm-prime-time-for-crispr-3-0-and-more/,0
"What aducanumab means for Alzheimer�s, unpacking a safety barrier in CAR-T, the push to upgrade a key ALS trial tool, and more � Endpoints News","June 5, 2021 06:00 AM EDTUpdated 09:22 AM",https://endpts.com/what-aducanumab-means-for-alzheimers-unpacking-a-safety-barrier-in-car-t-the-push-to-upgrade-a-key-als-trial-tool-and-more/,0
"Top 10 pipeline blowups, setbacks and snafus in H1 2018 � Endpoints News","July 23, 2018 10:45 AM EDT",https://endpts.com/top-10-pipeline-blowups-setbacks-and-snafus-in-h1-2018/,0
Ameet Nathwani rebounds from Sanofi purge to helm Dewpoint; Ali Mortazavi named CEO at e-therapeutics � Endpoints News,"October 16, 2020 08:23 AM EDT",https://endpts.com/ameet-nathwani-rebounds-from-sanofi-purge-to-helm-dewpoint-ali-mortazavi-named-ceo-at-e-therapeutics/,0
Astellas taps seasoned CMO amid shift to oncology; Doug Manion steps into a new Arena following $6.7B buyout � Endpoints News,"August 5, 2022 06:37 AM EDTUpdated 12:59 PM",https://endpts.com/astellas-taps-seasoned-cmo-amid-shift-to-oncology-doug-manion-steps-into-a-new-arena-following-6-7b-buyout/,1
Not all mRNA vaccines are created equal. Does it matter?; Neuro is back; Private M&A affair; and more � Endpoints News,"July 31, 2021 06:00 AM EDTUpdated August 4, 09:00 AM",https://endpts.com/not-all-mrna-vaccines-are-created-equal-does-it-matter-neuro-is-back-private-m-and-more/,0
Time Passages: Bruce Goldsmith out at Jim Wilson�s gene therapy biotech; Flagship reveals Michael Severino�s CEO gig � Endpoints News,"June 3, 2022 06:33 AM EDT",https://endpts.com/time-passages-bruce-goldsmith-out-at-jim-wilsons-gene-therapy-biotech-flagship-reveals-michael-severinos-ceo-gig/,1
Boehringer Ingelheim nabs new US president and CEO; AstraZeneca vet hops aboard Novavax as CMO � Endpoints News,"June 19, 2020 08:32 AM EDTUpdated 11:26 AM",https://endpts.com/boehringer-ingelheim-nabs-new-us-president-and-ceo-astrazeneca-vet-hops-aboard-novavax-as-cmo/,1
Homology sails with same captains in different seats; Ex-Harpoon chief weathers the Storm at UK biotech � Endpoints News,"September 9, 2022 06:39 AM EDTUpdated September 12, 10:56 AM",https://endpts.com/homology-sails-with-same-captains-in-different-seats-ex-harpoon-chief-weathers-the-storm-at-uk-biotech/,0
Entos lures former Plexxikon CEO to guide push toward the clinic; Ex-Bristol Myers immunology chief finds new home � Endpoints News,"July 8, 2022 06:57 AM EDT",https://endpts.com/entos-lures-former-plexxikon-ceo-to-guide-push-toward-the-clinic-ex-bristol-myers-immunology-chief-finds-new-home/,0
"Centessa gives Antoine Yver a new role, brings his old colleague on board; Prelude to a change: Jane Huang sets up her next move � Endpoints News","March 11, 2022 04:14 AM ESTUpdated 04:16 PM",https://endpts.com/centessa-gives-antoine-yver-a-new-role-brings-his-old-colleague-on-board-prelude-to-a-change-jane-huang-sets-up-her-next-move/,1
"The past and future of antibodies, as told through HIV; Another big pharma joins CD47 game; and more � Endpoints News","August 28, 2021 06:00 AM EDT",https://endpts.com/the-past-and-future-of-antibodies-as-told-through-hiv-another-big-pharma-joins-cd47-game-and-more/,0
"Swatting away a takeover attempt, Zymeworks keeps retooling staff; After Cygnal-ing her exit from Flagship, Pearl Huang starts afresh � Endpoints News","July 1, 2022 06:45 AM EDTUpdated 05:28 PM",https://endpts.com/swatting-away-a-takeover-attempt-zymeworks-keeps-retooling-staff-after-cygnal-ing-her-exit-from-flagship-pearl-huang-starts-afresh/,1
Latest news: Another Alzheimer�s �breakthrough�?; GSK decamps from iconic HQ; Red light in off-the-shelf CAR-T; Charting biotech�s Q3;�and more � Endpoints News,"October 9, 2021 06:00 AM EDT",https://endpts.com/gsk-decamps-from-iconic-hq-red-light-in-off-the-shelf-car-t-charting-biotechs-q3-and-more/,0
"Latest news: Amgen�s landmark OK for KRAS drug, inside Vertex 3.0, the big hunt for CAR-T in solid tumors, and more � Endpoints News","May 29, 2021 06:00 AM EDT",https://endpts.com/latest-news-amgens-landmark-ok-for-kras-drug-inside-vertex-3-0-the-big-hunt-for-car-t-in-solid-tumors-and-more/,0
"A pair of Bayer execs land promotions in the US; Energized by lenzilumab data, Humanigen taps AstraZeneca alum as CMO � Endpoints News","April 23, 2021 10:34 AM EDT",https://endpts.com/a-pair-of-bayer-execs-land-promotions-in-the-us-energized-by-lenzilumab-data-humanigen-taps-astrazeneca-alum-as-cmo/,1
Global Blood Therapeutics recruits a CHOP sickle cell expert as R&D chief; Catalent plucks Janssen vet to head new clinical packaging facility � Endpoints News,"December 11, 2020 11:54 AM EST",https://endpts.com/global-blood-therapeutics-recruits-a-chop-sickle-cell-expert-as-r-catalent-plucks-janssen-vet-to-head-new-clinical-packaging-facility/,0
Let�s build something together: Ex-Lowe�s CFO to join Pfizer while Moderna�s David Meline retires; The CEO-partner party rolls on at Flagship � Endpoints News,"April 14, 2022 06:55 AM EDTUpdated April 21, 09:12 AM",https://endpts.com/lets-build-something-together-ex-lowes-cfo-to-join-pfizer-while-modernas-david-meline-retires-the-ceo-partner-party-rolls-on-at-flagship/,1
What lured Hal Barron away?; Top FDA minds on accelerated approval reforms; �Dead wrong� Aduhelm ad blitz; and more � Endpoints News,"January 22, 2022 06:00 AM EST",https://endpts.com/what-lured-hal-barron-away-top-fda-minds-on-accelerated-approval-reforms-dead-wrong-aduhelm-ad-blitz-and-more/,0
Bridget Martell on taking Yale spinout �to adulthood�; Cullinan Oncology CEO announces resignation as Bristol Myers hematology exec is welcomed aboard � Endpoints News,"October 22, 2021 07:01 AM EDTUpdated 05:47 PM",https://endpts.com/bridget-martell-on-taking-yale-spinout-to-adulthood-cullinan-oncology-ceo-announces-resignation-as-bristol-myers-hematology-exec-is-welcomed-aboard/,1
Latest news: It�s a no on universal boosters; Patient death stuns gene therapy field; Inside Trillium�s $2.3B turnaround; and more � Endpoints News,"September 18, 2021 06:00 AM EDTUpdated 01:06 PM",https://endpts.com/latest-news-its-a-no-on-boosters-patient-death-stuns-gene-therapy-field-inside-trilliums-2-3b-turnaround-and-more/,0
"Tillman Gerngross leads a pack of biotech CEOs out the door; With eyes on pipeline expansion, Poseida woos a gene therapy exec from Novartis � Endpoints News","February 25, 2022 06:03 AM ESTUpdated 09:18 AM",https://endpts.com/tillman-gerngross-leads-a-pack-of-ceos-out-the-door-with-eyes-on-pipeline-expansion-poseida-woos-a-gene-therapy-exec-from-novartis/,1
Alnylam�s John Maraganore isn�t the only CEO to leave his post; CRISPR�s chief commercial officer takes the helm at a protein degradation player � Endpoints News,"October 29, 2021 05:39 AM EDTUpdated 09:15 AM",https://endpts.com/alnylams-john-maraganore-isnt-the-only-ceo-to-leave-his-post-crisprs-chief-commercial-officer-takes-the-helm-at-a-protein-degradation-player/,1
Recursion CSO heads west for mini-brain upstart; Novartis vet steps up to the plate as CFO for Andrew Hirsch at C4 Therapeutics � Endpoints News,"May 28, 2021 10:38 AM EDT",https://endpts.com/recursion-cso-heads-west-for-mini-brain-upstart-novartis-vet-steps-up-to-the-plate-as-cfo-for-andrew-hirsch-at-c4-therapeutics/,1
Here are the 52 new drugs approved by the FDA in 2019. Who won? Who lost? And who just survived to 2020? � Endpoints News,"January 2, 2020 06:12 AM ESTUpdated January 6, 08:49 AM",https://endpts.com/here-are-the-52-new-drugs-approved-by-the-fda-in-2019-who-won-who-lost-and-who-just-survived-to-2020/,0
Ex-Takeda exec hits the ground running at the helm of rare disease biotech � with 3 priorities off the bat; Seasoned CEO jumps to ALS upstart � Endpoints News,"May 20, 2022 06:29 AM EDTUpdated May 23, 08:33 AM",https://endpts.com/ex-takeda-exec-hits-the-ground-running-at-the-helm-of-rare-disease-biotech-with-3-priorities-off-the-bat-seasoned-ceo-jumps-to-als-upstart/,1
Latest news on Pfizer�s $3B+ JAK1 win; Pacts over M&A at #JPM22; 2021 by the numbers; Biogen�s Aduhelm reckoning; The story of sotrovimab; and more � Endpoints News,"January 15, 2022 06:00 AM ESTUpdated January 17, 02:17 AM",https://endpts.com/pacts-over-m-2021-by-the-numbers-biogens-aduhelm-reckoning-the-story-of-sotrovimab-and-more/,0
